"Norme/Schema";"Identifiant unique/UUID";"Titre/Title";"Description";"Provenance/Lineage";"Parent";"Catégorie/Category";"Mot-clé/Keyword";"Date de publication/Date submitted";"Fréquence de mise à jour/Update frequency";"Couverture territoriale/Geo Box";"Type";"Organisation/Responsible Party";"Licence/Legal constraints"
"iso19139";"bb6bde0b-c03f-420d-bb4c-bdab28648f1e";"Lignes de bus du réseau TCL";"La représentation graphique des lignes de bus et trolleybus du réseau TCL est un objet linéaire qui localise la ligne et son parcours de terminus à terminus.La représentation graphique des lignes est caractérisée par des informations de gestion (identifiant, numéro de ligne et sens, libellé, unité de transport, couleur du tracé, famille de transport) et de tracés (polylignes de terminus à terminus).";"Données provenant de la base géographique et topologique TCL SYTRAL.";"16a9a657-e938-484e-a067-5cdacd7a0419";"Réseaux de transport";"Réseaux de transport,Services d'utilité publique et services publics,données ouvertes";"2015-01-15";"daily";"4.629545313738,5.1410943067093,45.486705557736,45.945335689366";"dataset";"SYTRAL";"Licence Ouverte";
"dublin-core";"4a02a0f1-53ae-4115-a0ec-516814040806";"Espaces végétalisés de la commune de Saint Romain au Mont d'Or (Grand Lyon)";"Classification des espaces végétalisés et artificialisés (référence : ortho-photographie 2009) en 14 thèmes : du sol nu aux forêts, eau, artificiel, bleu ou piscine, végétal sur toiture.Le fichier de légende des thèmes est fourni avec la fiche (téléchargeable pdf).";"Extrait de la classification des espaces végétalisés de 75 communes autour de Lyon, à partir de l'ortho-photographie 2009, de l'infra-rouge et des M.N.T. et M.N.S.";"031569bf-7087-4713-a25b-b18243d6a0d5";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-07-15";"Irregular";"4.806,4.839,45.828,45.843";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"6a866f2d-5588-4ee0-bec1-126f70acb1db";"Espaces végétalisés de la commune de Limonest (Grand Lyon)";"Classification des espaces végétalisés et artificialisés (référence : ortho-photographie 2009) en 14 thèmes : du sol nu aux forêts, eau, artificiel, bleu ou piscine, végétal sur toiture.Le fichier de légende des thèmes est fourni avec la fiche (téléchargeable pdf).";"Extrait de la classification des espaces végétalisés de 75 communes autour de Lyon, à partir de l'ortho-photographie 2009, de l'infra-rouge et des M.N.T. et M.N.S.";"031569bf-7087-4713-a25b-b18243d6a0d5";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-07-15";"Irregular";"4.746,4.79,45.803,45.851";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"b94afaf3-f01a-457f-a429-fea4a3f95143";"Espaces végétalisés de la commune d'Irigny (Grand Lyon)";"Classification des espaces végétalisés et artificialisés (référence : ortho-photographie 2009) en 14 thèmes : du sol nu aux forêts, eau, artificiel, bleu ou piscine, végétal sur toiture.Le fichier de légende des thèmes est fourni avec la fiche (téléchargeable pdf).";"Extrait de la classification des espaces végétalisés de 75 communes autour de Lyon, à partir de l'ortho-photographie 2009, de l'infra-rouge et des M.N.T. et M.N.S.";"031569bf-7087-4713-a25b-b18243d6a0d5";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-07-15";"Irregular";"4.791,4.838,45.654,45.696";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"ddc0d8e0-ac9d-4d4b-8d57-3d498f315a0b";"Espaces végétalisés de la commune de Décines-Charpieu (Grand Lyon)";"Classification des espaces végétalisés et artificialisés (référence : ortho-photographie 2009) en 14 thèmes : du sol nu aux forêts, eau, artificiel, bleu ou piscine, végétal sur toiture.Le fichier de légende des thèmes est fourni avec la fiche (téléchargeable pdf).";"Extrait de la classification des espaces végétalisés de 75 communes autour de Lyon, à partir de l'ortho-photographie 2009, de l'infra-rouge et des M.N.T. et M.N.S.";"031569bf-7087-4713-a25b-b18243d6a0d5";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-07-15";"Irregular";"4.933,4.985,45.744,45.808";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"0bfefd87-135a-4904-aa9f-ab24dbc01f77";"Espaces végétalisés de la commune de Montanay (Grand Lyon)";"Classification des espaces végétalisés et artificialisés (référence : ortho-photographie 2009) en 14 thèmes : du sol nu aux forêts, eau, artificiel, bleu ou piscine, végétal sur toiture.Le fichier de légende des thèmes est fourni avec la fiche (téléchargeable pdf).";"Extrait de la classification des espaces végétalisés de 75 communes autour de Lyon, à partir de l'ortho-photographie 2009, de l'infra-rouge et des M.N.T. et M.N.S.";"031569bf-7087-4713-a25b-b18243d6a0d5";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-07-15";"Irregular";"4.884,4.847,45.861,45.897";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"08df3e88-4896-4003-ada8-d348a2167137";"Espaces végétalisés de la commune de Givors (Grand Lyon)";"Classification des espaces végétalisés et artificialisés (référence : ortho-photographie 2009) en 14 thèmes : du sol nu aux forêts, eau, artificiel, bleu ou piscine, végétal sur toiture.Le fichier de légende des thèmes est fourni avec la fiche (téléchargeable pdf).";"Extrait de la classification des espaces végétalisés de 75 communes autour de Lyon, à partir de l'ortho-photographie 2009, de l'infra-rouge et des M.N.T. et M.N.S.";"031569bf-7087-4713-a25b-b18243d6a0d5";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-07-15";"Irregular";"4.703,4.809,45.557,45.612";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"af8b6da3-3c38-416a-ada5-5c46806be3d4";"Espaces végétalisés de la commune de Chaponnay (Grand Lyon)";"Classification des espaces végétalisés et artificialisés (référence : ortho-photographie 2009) en 14 thèmes : du sol nu aux forêts, eau, artificiel, bleu ou piscine, végétal sur toiture.Le fichier de légende des thèmes est fourni avec la fiche (téléchargeable pdf).";"Extrait de la classification des espaces végétalisés de 75 communes autour de Lyon, à partir de l'ortho-photographie 2009, de l'infra-rouge et des M.N.T. et M.N.S.";"031569bf-7087-4713-a25b-b18243d6a0d5";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-07-22";"Irregular";"4.915,5.002,45.603,45.66";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"ab6a5c62-c731-4755-ad3c-005ff5dbcf14";"Points LIDAR 2015 du Grand Lyon - Dalle 1836_5175";"Nuage de points au format LAS 1.2. en dalles de 1 x 1 km sur une emprise de 1 400 km².selon le quadrillage RGF93 CC46, selon une précision de +/- 0,15 m.La densité des points varie de 9 pts/m² à 14 pts/m².";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015.";"78adcd03-b95d-4c9d-bc54-0f5fa748915a";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2016/08/27";"irregular";",4.7485,45.7610,45.7886";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"bd04c5b9-68f6-454c-88db-a5c0a85a8b1e";"Maquette 3D texturée de la commune de Cailloux-sur-Fontaines (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.909,4.854,45.838,45.88";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"478122fc-4610-458f-9ca6-d2b4b7fd4001";"Maquette 3D texturée de la commune de Champagne-au-Mont-d'Or (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.77,4.802,45.789,45.811";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"a806d3e1-c240-43a9-bbc3-643e8c93b10d";"Maquette 3D texturée de la commune de Charly (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.805,4.768,45.635,45.668";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"be4103a2-57bd-4510-ae8c-95a6cd584063";"Maquette 3D texturée de la commune de Chassieu (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.994,4.932,45.719,45.753";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"9a21eec6-5da9-40a4-bc68-e42593dc52a3";"Maquette 3D texturée de la commune de Collonges-au-Mont-d'or (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.858,4.827,45.803,45.834";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"f76ad964-b3e4-4705-ada6-fabafbcdd408";"Maquette 3D texturée de la commune de Couzon-au-Mont-d'Or (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-07";"Irregular";"4.837,4.805,45.839,45.856";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"46534bed-1721-4a05-8088-5d32fa0f6a3f";"Maquette 3D texturée de la commune de Curis-au-Mont-d'or (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-07";"Irregular";"4.806,4.833,45.854,45.881";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"949da672-baa1-4b34-8f0d-30b18ca8db43";"Maquette 3D texturée de la commune de Fleurieu-sur-Saône (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.876,4.836,45.848,45.868";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"06b9c9c4-69ec-4c97-8bd6-2c55292b18ca";"Maquette 3D texturée de la commune de Fontaines-Saint-Martin (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.838,4.866,45.832,45.856";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
"dublin-core";"5ed967ad-0d4c-4c14-bcd7-3695de49aaad";"Maquette 3D texturée de la commune de Fontaines-sur-Saône (Métropole de Lyon)";"La maquette 3D de la commune (2009 - 2012 - 2015) est composée de deux à six couches de données.  Les exécutables permettent de visualiser et de se déplacer en 3D dans ces maquettes. Ils contiennent une fiche d'aide à la navigation. A minima, toutes les maquettes se composent des deux couches suivantes :- Le Modèle numérique de terrain (TIN) et ses textures associées ;- Les bâtiments 3D texturés (BATIS).Elle est complétée par une ou plusieurs des couches ci-dessous  :  - Les surfaces en eau (WATER) et leurs textures associées ;- Les bâtiments « remarquables » (Mairies, Eglises etc…) ;- Les ponts  « remarquables » ;- Les objets « remarquables » (Statues, Fontaines etc…).Ces données sont modélisées suivant la norme CityGML et fournies dans ce format. Ces maquettes sont produites avec le logiciel RhinoTerrain/RhinoCity.";"Le Modèle numérique de terrain est issu d’une saisie photogrammétrique réalisée à partir de la prise de vue aérienne (2009 -  2012 - 2015). Les fichiers des textures associées plaquées sur le MNT correspondent à l’orthophotographie aérienne qui possède une résolution de 8 cm pour 2015 - 10 cm pour 2012 et 16 cm pour 2009.- Les surfaces en eau (WATER) ont été identifiées à partir d’une saisie photogrammétrique réalisée à partir de la même prise de vue aérienne. - Les bâtiments 3D proviennent  de la saisie photogrammétrique réalisée à partir de la prise de vue aérienne. Les textures plaquées sur ces bâtiments proviennent des clichés issus de la prise de vue aérienne.- Les bâtiments « remarquables » (Mairies, Eglises etc…), les ponts  « remarquables » et les objets « remarquables » (Statues, Fontaines etc…) ont été texturés à partir de photographies terrestres.";"8017c69a-5b17-404f-acdd-d9c37a0afac4";"Localisation";"Localisation,données ouvertes";"2015-01-23";"Irregular";"4.837,4.866,45.814,45.839";"nonGeographicDataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI) (Géomatique et données métropolitaines)";"Licence Ouverte";
